Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details
24098-58519,PG,Gary,Gary Payton II,Payton II,5.672222137,18,3500,DEN@LAL,LAL,DEN,GTD,Knee
24098-63127,C,Willy,Willy Hernangomez,Hernangomez,8.170587876,34,3500,CHA@NO,CHA,NO,,
24098-66203,SG,Malachi,Malachi Richardson,Richardson,6.626923194,26,3500,TOR@BKN,TOR,BKN,,
24098-66205,PF,Tyler,Tyler Lydon,Lydon,0,1,3500,DEN@LAL,DEN,LAL,O,Knee
24098-15520,SG,Sean,Sean Kilpatrick,Kilpatrick,7.231707317,41,3500,LAC@CHI,LAC,CHI,,
24098-14500,PF,Derrick,Derrick Williams,Williams,0,1,3500,DEN@LAL,LAL,DEN,,
24098-42661,PF,Noah,Noah Vonleh,Vonleh,12.01860437,43,3500,LAC@CHI,CHI,LAC,,
24098-42662,SF,Troy,Troy Williams,Williams,11.40833282,12,3500,DAL@NY,NY,DAL,,
24098-70822,SF,Juan,Juan Hernangomez,Hernangomez,7.686363914,22,3500,DEN@LAL,DEN,LAL,,
24098-70825,SG,Timothe,Timothe Luwawu-Cabarrot,Luwawu-Cabarrot,9.219230652,52,3500,IND@PHI,PHI,IND,,
24098-70824,C,Ante,Ante Zizic,Zizic,5.765000153,20,3500,CLE@PHO,CLE,PHO,,
24098-42667,C,Dakari,Dakari Johnson,Johnson,5.014285496,28,3500,OKC@ATL,OKC,ATL,,
24098-70826,SG,Furkan,Furkan Korkmaz,Korkmaz,3.53333346,6,3500,IND@PHI,PHI,IND,O,Foot
24098-14510,SG,Alec,Alec Burks,Burks,14.95087741,57,3500,DET@UTA,UTA,DET,,
24098-42671,SG,James,James Young,Young,4.079999924,5,3500,IND@PHI,PHI,IND,,
24098-14513,SF,Kawhi,Kawhi Leonard,Leonard,32.54444377,9,3500,ORL@SA,SA,ORL,O,Quadriceps
24098-70832,SF,Paul,Paul Zipser,Zipser,9.014285963,49,3500,LAC@CHI,CHI,LAC,GTD,Foot
24098-14521,PF,Kenneth,Kenneth Faried,Faried,14.08125019,32,3500,DEN@LAL,DEN,LAL,,
24098-14523,PG,Reggie,Reggie Jackson,Jackson,25.89696896,33,3500,DET@UTA,DET,UTA,O,Ankle
24098-23740,PG,Ryan,Ryan Arcidiacono,Arcidiacono,4.22307704,13,3500,LAC@CHI,CHI,LAC,,
24098-40637,PF,Nigel,Nigel Hayes,Hayes,3.666666667,3,3500,TOR@BKN,TOR,BKN,,
24098-9920,PF,Anthony,Anthony Tolliver,Tolliver,13.77460298,63,3500,DET@UTA,DET,UTA,,
24098-23744,SF,Justin,Justin Anderson,Anderson,10.61785671,28,3500,IND@PHI,PHI,IND,,
24098-42689,PG,Tyler,Tyler Ennis,Ennis,8.175,40,3500,DEN@LAL,LAL,DEN,,
24098-14532,SF,Kyle,Kyle Singler,Singler,3.166666667,12,3500,OKC@ATL,OKC,ATL,,
24098-16071,PG,Tim,Tim Frazier,Frazier,12.50961538,52,3500,MIN@WAS,WAS,MIN,,
24098-16081,PF,Khem,Khem Birch,Birch,9.781481708,27,3500,ORL@SA,ORL,SA,,
24098-14552,SG,DeAndre,DeAndre Liggins,Liggins,7.740425272,47,3500,CHA@NO,NO,CHA,,
24098-9953,C,Ian,Ian Mahinmi,Mahinmi,11.95468712,64,3500,MIN@WAS,WAS,MIN,,
24098-58081,PG,Tyus,Tyus Jones,Jones,13.92500036,68,3500,MIN@WAS,MIN,WAS,,
24098-58083,C,Jahlil,Jahlil Okafor,Okafor,11.72,25,3500,TOR@BKN,BKN,TOR,,
24098-23788,SG,Bryn,Bryn Forbes,Forbes,11.27272727,66,3500,ORL@SA,SA,ORL,,
24098-67312,C,Thomas,Thomas Bryant,Bryant,2.020000076,10,3500,DEN@LAL,LAL,DEN,,
24098-23282,SF,Sam,Sam Dekker,Dekker,9.081034693,58,3500,LAC@CHI,LAC,CHI,,
24098-23800,SF,Glenn,Glenn Robinson III,Robinson III,8,9,3500,IND@PHI,IND,PHI,,
24098-9465,PG,Raymond,Raymond Felton,Felton,14.74637681,69,3500,OKC@ATL,OKC,ATL,,
24098-23801,SG,Nik,Nik Stauskas,Stauskas,7.425714111,35,3500,TOR@BKN,BKN,TOR,,
24098-23294,SG,Danuel,Danuel House,House,8.962499619,16,3500,CLE@PHO,PHO,CLE,,
24098-9475,PG,Derrick,Derrick Rose,Rose,13.41176471,17,3500,MIN@WAS,MIN,WAS,,
24098-23300,SG,Charles,Charles Cooke,Cooke,1.188888868,9,3500,CHA@NO,NO,CHA,,
24098-9479,SF,Luol,Luol Deng,Deng,5.5,1,3500,DEN@LAL,LAL,DEN,,
24098-40200,C,Lucas,Lucas Nogueira,Nogueira,8.822499847,40,3500,TOR@BKN,TOR,BKN,,
24098-9483,C,Joakim,Joakim Noah,Noah,6.114285605,7,3500,DAL@NY,NY,DAL,O,Personal
24098-40206,SG,Alex,Alex Abrines,Abrines,8.860317654,63,3500,OKC@ATL,OKC,ATL,,
24098-40208,PG,Raul,Raul Neto,Neto,9.138461382,39,3500,DET@UTA,UTA,DET,O,Wrist
24098-23826,PF,Alex,Alex Poythress,Poythress,2.530434816,23,3500,IND@PHI,IND,PHI,,
24098-9507,SG,Arron,Arron Afflalo,Afflalo,5.819565483,46,3500,ORL@SA,ORL,SA,,
24098-71467,PG,Malcolm,Malcolm Delaney,Delaney,14.06481481,54,3500,OKC@ATL,ATL,OKC,O,Ankle
24098-48940,SF,Wes,Wes Iwundu,Iwundu,8.363265057,49,3500,ORL@SA,ORL,SA,,
24098-20277,SF,Torrey,Torrey Craig,Craig,10.04230793,26,3500,DEN@LAL,DEN,LAL,,
24098-41269,PG,Demetrius,Demetrius Jackson,Jackson,2.808333397,12,3500,IND@PHI,PHI,IND,,
24098-42805,SG,Kyle,Kyle Collinsworth,Collinsworth,9.438095093,21,3500,DAL@NY,DAL,NY,,
24098-82743,SG,Walter,Walter Lemon Jr.,Lemon Jr.,5.179999924,5,3500,CHA@NO,NO,CHA,,
24098-15671,SG,Brandon,Brandon Paul,Paul,6.054545455,55,3500,ORL@SA,SA,ORL,,
24098-41272,SF,Jamel,Jamel Artis,Artis,4.679999924,5,3500,ORL@SA,ORL,SA,,
24098-16188,SF,Anthony,Anthony Brown,Brown,9.690908952,11,3500,MIN@WAS,MIN,WAS,,
24098-9534,PG,Aaron,Aaron Brooks,Brooks,3.478571483,28,3500,MIN@WAS,MIN,WAS,,
24098-16191,SF,Josh,Josh Huestis,Huestis,8.180952768,63,3500,OKC@ATL,OKC,ATL,,
24098-40255,SG,Davon,Davon Reed,Reed,6.969999695,10,3500,CLE@PHO,PHO,CLE,,
24098-20806,SG,Treveon,Treveon Graham,Graham,9.712962963,54,3500,CHA@NO,CHA,NO,,
24098-40264,SF,Ben,Ben Moore,Moore,1.350000024,2,3500,IND@PHI,IND,PHI,,
24098-82761,SG,Jaylen,Jaylen Morris,Morris,10.11666679,6,3500,OKC@ATL,ATL,OKC,O,Ankle
24098-40267,PG,London,London Perrantes,Perrantes,0.642857143,7,3500,CLE@PHO,CLE,PHO,,
24098-17230,PG,Langston,Langston Galloway,Galloway,11.06538508,52,3500,DET@UTA,DET,UTA,,
24098-17747,PG,Ian,Ian Clark,Clark,11.31166687,60,3500,CHA@NO,NO,CHA,,
24098-9580,PF,Darrell,Darrell Arthur,Arthur,5.735294118,17,3500,DEN@LAL,DEN,LAL,,
24098-66424,C,Justin,Justin Patton,Patton,0,0,3500,MIN@WAS,MIN,WAS,,
24098-18811,PF,Malcolm,Malcolm Miller,Miller,4.381818251,11,3500,TOR@BKN,TOR,BKN,,
24098-20357,SF,Jalen,Jalen Jones,Jones,3.922222137,9,3500,DAL@NY,DAL,NY,,
24098-58247,PG,Isaiah,Isaiah Whitehead,Whitehead,10.44999981,16,3500,TOR@BKN,BKN,TOR,,
24098-18828,PG,Joe,Joe Young,Young,6.781632404,49,3500,IND@PHI,IND,PHI,,
24098-9615,SG,Courtney,Courtney Lee,Lee,22.90153809,65,3500,DAL@NY,NY,DAL,,
24098-66455,PF,Henry,Henry Ellenson,Ellenson,4.988888776,27,3500,DET@UTA,DET,UTA,,
24098-58270,PG,Edmond,Edmond Sumner,Sumner,0,0,3500,IND@PHI,IND,PHI,,
24098-18338,SF,Royce,Royce O'Neale,O'Neale,12.07592547,54,3500,DET@UTA,UTA,DET,,
24098-80805,PG,Markelle,Markelle Fultz,Fultz,12.57499981,4,3500,IND@PHI,PHI,IND,O,Shoulder
24098-23981,SG,Alex,Alex Caruso,Caruso,8.442307692,26,3500,DEN@LAL,LAL,DEN,,
24098-58800,SF,Daniel,Daniel Hamilton,Hamilton,7.375,4,3500,OKC@ATL,OKC,ATL,,
24098-9649,C,Nick,Nick Collison,Collison,4.399999936,12,3500,OKC@ATL,OKC,ATL,,
24098-80816,SG,Malik,Malik Monk,Monk,7.964583079,48,3500,CHA@NO,CHA,NO,,
24098-74163,PG,Josh,Josh Magette,Magette,7.961538462,13,3500,OKC@ATL,ATL,OKC,,
24098-80818,PF,TJ,TJ Leaf,Leaf,5.162500064,48,3500,IND@PHI,IND,PHI,,
24098-80820,SG,Terrance,Terrance Ferguson,Ferguson,5.694117527,51,3500,OKC@ATL,OKC,ATL,,
24098-80823,C,Tony,Tony Bradley,Bradley,2.522222307,9,3500,DET@UTA,UTA,DET,,
24098-48570,PF,Isaiah,Isaiah Hicks,Hicks,4.316666603,6,3500,DAL@NY,NY,DAL,,
24098-80826,C,Ike,Ike Anigbogu,Anigbogu,3.379999924,10,3500,IND@PHI,IND,PHI,,
24098-9669,PF,Jason,Jason Smith,Smith,7.122222335,27,3500,MIN@WAS,WAS,MIN,,
24098-48583,SG,Antonius,Antonius Cleveland,Cleveland,4.076923077,13,3500,OKC@ATL,ATL,OKC,O,Ankle
24098-40396,PG,Monte,Monte Morris,Morris,10.29999987,3,3500,DEN@LAL,DEN,LAL,,
24098-9677,PF,Jared,Jared Dudley,Dudley,8.848648484,37,3500,CLE@PHO,PHO,CLE,,
24098-9678,C,Channing,Channing Frye,Frye,10.2,45,3500,DEN@LAL,LAL,DEN,GTD,Abdomen
24098-16859,SF,Lance,Lance Thomas,Thomas,9.061905149,63,3500,DAL@NY,NY,DAL,GTD,Thumb
24098-34779,PF,Mangok,Mangok Mathiang,Mathiang,2.399999936,3,3500,CHA@NO,CHA,NO,,
24098-16348,SG,Darrun,Darrun Hilliard,Hilliard,3.064285823,14,3500,ORL@SA,SA,ORL,,
24098-24543,PF,Matt,Matt Costello,Costello,7.199999809,4,3500,ORL@SA,SA,ORL,,
24098-9706,SF,Richard,Richard Jefferson,Jefferson,3.826315629,19,3500,DEN@LAL,DEN,LAL,,
24098-9712,PG,Jose,Jose Calderon,Calderon,8.986363498,44,3500,CLE@PHO,CLE,PHO,,
24098-16368,PF,Mike,Mike Scott,Scott,14.23387097,62,3500,MIN@WAS,WAS,MIN,,
24098-63478,C,Cristiano,Cristiano Felicio,Felicio,9.5125,40,3500,LAC@CHI,CHI,LAC,,
24098-16375,SG,Jarell,Jarell Eddie,Eddie,1.399999936,3,3500,LAC@CHI,CHI,LAC,,
24098-16376,SF,Dorian,Dorian Finney-Smith,Finney-Smith,6.455555386,9,3500,DAL@NY,DAL,NY,GTD,Knee
24098-68090,SF,OG,OG Anunoby,Anunoby,12.2200002,60,3500,TOR@BKN,TOR,BKN,GTD,Ankle
24098-9725,SF,CJ,CJ Miles,Miles,16.22321429,56,3500,TOR@BKN,TOR,BKN,,
