"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"24943-9956","SG","Wayne","Wayne Ellington","Ellington","17.85844124137581","77","3700","MIA@PHI","MIA","PHI","","","",""
"24943-9739","C","JaVale","JaVale McGee","McGee","11.835384427584135","65","3600","SA@GS","GS","SA","","","",""
"24943-66091","PF","Cheick","Cheick Diallo","Diallo","11.609615619365986","52","3600","NO@POR","NO","POR","","","",""
"24943-15744","SF","Rodney","Rodney McGruder","McGruder","10.216666327582466","18","3600","MIA@PHI","MIA","PHI","","","",""
"24943-15560","PG","Shabazz","Shabazz Napier","Napier","17.135135135135137","74","3600","NO@POR","POR","NO","","","",""
"24943-18435","PF","Alfonzo","Alfonzo McKinnie","McKinnie","2.421428680419922","14","3500","WAS@TOR","TOR","WAS","","","",""
"24943-23300","SG","Charles","Charles Cooke","Cooke","0.9153845860407903","13","3500","NO@POR","NO","POR","","","",""
"24943-40200","C","Lucas","Lucas Nogueira","Nogueira","9.008163140744578","49","3500","WAS@TOR","TOR","WAS","","","",""
"24943-9737","SG","Nick","Nick Young","Young","11.0375","80","3500","SA@GS","GS","SA","","","",""
"24943-40209","C","Joffrey","Joffrey Lauvergne","Lauvergne","9.012727494673296","55","3500","SA@GS","SA","GS","","","",""
"24943-16411","SG","CJ","CJ Wilcox","Wilcox","2.5636364329944956","22","3500","NO@POR","POR","NO","","","",""
"24943-15669","C","Meyers","Meyers Leonard","Leonard","7.045454545454546","33","3500","NO@POR","POR","NO","","","",""
"24943-41269","PG","Demetrius","Demetrius Jackson","Jackson","3.3933334350585938","15","3500","MIA@PHI","PHI","MIA","","","",""
"24943-15671","SG","Brandon","Brandon Paul","Paul","5.485937595367432","64","3500","SA@GS","SA","GS","","","",""
"24943-15417","SF","Solomon","Solomon Hill","Hill","10.016666412353516","12","3500","NO@POR","NO","POR","","","",""
"24943-12349","PF","Luke","Luke Babbitt","Babbitt","8.934000244140625","50","3500","MIA@PHI","MIA","PHI","","","",""
"24943-12352","SG","Jordan","Jordan Crawford","Crawford","11.65999984741211","5","3500","NO@POR","NO","POR","","","",""
"24943-40769","PF","Jordan","Jordan Bell","Bell","15.53333376165022","57","3500","SA@GS","GS","SA","","","",""
"24943-12359","SF","Evan","Evan Turner","Turner","16.839241124406644","79","3500","NO@POR","POR","NO","","","",""
"24943-12365","PF","Ed","Ed Davis","Davis","17.307692307692307","78","3500","NO@POR","POR","NO","","","",""
"24943-9810","PG","Jerryd","Jerryd Bayless","Bayless","13.461538461538462","39","3500","MIA@PHI","PHI","MIA","","","",""
"24943-58457","SF","Devin","Devin Robinson","Robinson","11","1","3500","WAS@TOR","WAS","TOR","","","",""
"24943-59483","PF","Chris","Chris McCullough","McCullough","5","19","3500","WAS@TOR","WAS","TOR","","","",""
"24943-15964","PG","Lorenzo","Lorenzo Brown","Brown","5.821428571428571","14","3500","WAS@TOR","TOR","WAS","","","",""
"24943-41063","PF","Jordan","Jordan Mickey","Mickey","10.213043212890625","23","3500","MIA@PHI","MIA","PHI","","","",""
"24943-68203","PF","Chris","Chris Boucher","Boucher","1.2000000476837158","1","3500","SA@GS","GS","SA","","","",""
"24943-40561","PG","Derrick","Derrick Walton Jr.","Walton Jr.","6.262499809265137","16","3500","MIA@PHI","MIA","PHI","","","",""
"24943-9589","C","Udonis","Udonis Haslem","Haslem","2.25","14","3500","MIA@PHI","MIA","PHI","","","",""
"24943-15993","SG","Pat","Pat Connaughton","Connaughton","10.508536734232088","82","3500","NO@POR","POR","NO","","","",""
"24943-41082","C","Damian","Damian Jones","Jones","3.51999994913737","15","3500","SA@GS","GS","SA","","","",""
"24943-58490","PG","Wade","Wade Baldwin IV","Baldwin IV","8.585714067731585","7","3500","NO@POR","POR","NO","","","",""
"24943-18811","PF","Malcolm","Malcolm Miller","Miller","4.3","15","3500","WAS@TOR","TOR","WAS","","","",""
"24943-9605","PG","Ramon","Ramon Sessions","Sessions","11.25357164655413","28","3500","WAS@TOR","WAS","TOR","","","",""
"24943-66185","PF","Caleb","Caleb Swanigan","Swanigan","5.659259372287327","27","3500","NO@POR","POR","NO","","","",""
"24943-15762","SF","Darius","Darius Miller","Miller","13.1256103515625","82","3500","NO@POR","NO","POR","","","",""
"24943-66968","SF","Derrick","Derrick Jones Jr.","Jones Jr.","8.13000030517578","20","3500","MIA@PHI","MIA","PHI","","","",""
"24943-66203","SG","Malachi","Malachi Richardson","Richardson","6.626923194298377","26","3500","WAS@TOR","TOR","WAS","","","",""
"24943-16284","PG","Larry","Larry Drew II","Drew II","3.2599998474121095","10","3500","NO@POR","NO","POR","","","",""
"24943-9629","PF","David","David West","West","17.446575008026542","73","3500","SA@GS","GS","SA","","","",""
"24943-9631","C","Emeka","Emeka Okafor","Okafor","13.692307692307692","26","3500","NO@POR","NO","POR","","","",""
"24943-70821","C","Georgios","Georgios Papagiannis","Papagiannis","6.817647148581112","17","3500","NO@POR","POR","NO","","","",""
"24943-16293","SG","Norman","Norman Powell","Powell","10.775714111328124","70","3500","WAS@TOR","TOR","WAS","","","",""
"24943-70825","SG","Timothe","Timothe Luwawu-Cabarrot","Luwawu-Cabarrot","9.219230651855469","52","3500","MIA@PHI","PHI","MIA","GTD","Knee","",""
"24943-70826","SG","Furkan","Furkan Korkmaz","Korkmaz","3.5142857687813893","14","3500","MIA@PHI","PHI","MIA","","","",""
"24943-80815","C","Zach","Zach Collins","Collins","10.91212139707623","66","3500","NO@POR","POR","NO","","","",""
"24943-80817","C","Bam","Bam Adebayo","Adebayo","17.98115871263587","69","3500","MIA@PHI","MIA","PHI","","","",""
"24943-23744","SF","Justin","Justin Anderson","Anderson","11.450000160618833","38","3500","MIA@PHI","PHI","MIA","","","",""
"24943-9669","PF","Jason","Jason Smith","Smith","6.957575942530776","33","3500","WAS@TOR","WAS","TOR","","","",""
"24943-16071","PG","Tim","Tim Frazier","Frazier","12.033898305084746","59","3500","WAS@TOR","WAS","TOR","","","",""
"24943-14543","PF","Davis","Davis Bertans","Bertans","11.384415267349837","77","3500","SA@GS","SA","GS","","","",""
"24943-14552","SG","DeAndre","DeAndre Liggins","Liggins","6.810344827586207","58","3500","NO@POR","NO","POR","","","",""
"24943-16348","SG","Darrun","Darrun Hilliard","Hilliard","3.0642858232770647","14","3500","SA@GS","SA","GS","","","",""
"24943-24543","PF","Matt","Matt Costello","Costello","7.199999809265137","4","3500","SA@GS","SA","GS","","","",""
"24943-9953","C","Ian","Ian Mahinmi","Mahinmi","12.4532470703125","77","3500","WAS@TOR","WAS","TOR","","","",""
"24943-23780","SF","Jake","Jake Layman","Layman","2.785294027889476","34","3500","NO@POR","POR","NO","","","",""
"24943-9702","PG","Tony","Tony Parker","Parker","15.39090909090909","55","3500","SA@GS","SA","GS","","","",""
"24943-23788","SG","Bryn","Bryn Forbes","Forbes","10.75","80","3500","SA@GS","SA","GS","","","",""
"24943-9454","C","Zaza","Zaza Pachulia","Pachulia","14.691304524739584","69","3500","SA@GS","GS","SA","","","",""
"24943-9968","SG","Jodie","Jodie Meeks","Meeks","10.457143015675731","77","3500","WAS@TOR","WAS","TOR","","","",""
"24943-16368","PF","Mike","Mike Scott","Scott","14.531579268606086","76","3500","WAS@TOR","WAS","TOR","GTD","Concussion","",""
"24943-68090","SF","OG","OG Anunoby","Anunoby","12.085134970175254","74","3500","WAS@TOR","TOR","WAS","","","",""
"24943-9725","SF","CJ","CJ Miles","Miles","15.69857177734375","70","3500","WAS@TOR","TOR","WAS","","","",""
