"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"24484-16368","PF","Mike","Mike Scott","Scott","14.144117467543659","68","3700","WAS@DET","WAS","DET","","","",""
"24484-9739","C","JaVale","JaVale McGee","McGee","11.72931013436153","58","3600","MIL@GS","GS","MIL","","","",""
"24484-16183","SF","JaKarr","JaKarr Sampson","Sampson","12.6875","16","3600","IND@SAC","SAC","IND","","","",""
"24484-12369","SF","Lance","Lance Stephenson","Stephenson","20.325333658854166","75","3600","IND@SAC","IND","SAC","","","",""
"24484-58457","SF","Devin","Devin Robinson","Robinson","0","0","3600","WAS@DET","WAS","DET","","","",""
"24484-80818","PF","TJ","TJ Leaf","Leaf","5.31020433075574","49","3600","IND@SAC","IND","SAC","","","",""
"24484-16604","SG","Justin","Justin Holiday","Holiday","23.69538386418269","65","3600","CHI@MIA","CHI","MIA","","","",""
"24484-40206","SG","Alex","Alex Abrines","Abrines","8.705797278362772","69","3500","OKC@SA","OKC","SA","","","",""
"24484-40209","C","Joffrey","Joffrey Lauvergne","Lauvergne","9.501960903990502","51","3500","OKC@SA","SA","OKC","","","",""
"24484-23826","PF","Alex","Alex Poythress","Poythress","2.4750000635782876","24","3500","IND@SAC","IND","SAC","","","",""
"24484-55058","SF","Bruno","Bruno Caboclo","Caboclo","6.688888973659939","9","3500","IND@SAC","SAC","IND","","","",""
"24484-58658","SG","Patrick","Patrick McCaw","McCaw","9.592726828835227","55","3500","MIL@GS","GS","MIL","","","",""
"24484-12332","PG","John","John Wall","Wall","41.321622281461146","37","3500","WAS@DET","WAS","DET","O","Knee","",""
"24484-12340","PF","Patrick","Patrick Patterson","Patterson","9.893333333333333","75","3500","OKC@SA","OKC","SA","","","",""
"24484-15671","SG","Brandon","Brandon Paul","Paul","5.681666564941406","60","3500","OKC@SA","SA","OKC","","","",""
"24484-43064","PG","Kay","Kay Felder","Felder","6.6","15","3500","WAS@DET","DET","WAS","","","",""
"24484-12349","PF","Luke","Luke Babbitt","Babbitt","9.081249872843424","48","3500","CHI@MIA","MIA","CHI","","","",""
"24484-12350","PF","Trevor","Trevor Booker","Booker","15.059677616242439","62","3500","IND@SAC","IND","SAC","O","Ankle","",""
"24484-16191","SF","Josh","Josh Huestis","Huestis","7.972727457682292","66","3500","OKC@SA","OKC","SA","","","",""
"24484-11074","SG","Garrett","Garrett Temple","Temple","16.72923114483173","65","3500","IND@SAC","SAC","IND","GTD","Ankle","",""
"24484-40262","SG","Sterling","Sterling Brown","Brown","10.372916539510092","48","3500","MIL@GS","MIL","GS","","","",""
"24484-40264","SF","Ben","Ben Moore","Moore","1.350000023841858","2","3500","IND@SAC","IND","SAC","","","",""
"24484-17230","PG","Langston","Langston Galloway","Galloway","10.964814362702546","54","3500","WAS@DET","DET","WAS","","","",""
"24484-17491","SF","James","James Ennis III","Ennis III","15.0015380859375","65","3500","WAS@DET","DET","WAS","","","",""
"24484-59483","PF","Chris","Chris McCullough","McCullough","5","19","3500","WAS@DET","WAS","DET","","","",""
"24484-41063","PF","Jordan","Jordan Mickey","Mickey","10.340909090909092","22","3500","CHI@MIA","MIA","CHI","","","",""
"24484-68203","PF","Chris","Chris Boucher","Boucher","1.2000000476837158","1","3500","MIL@GS","GS","MIL","O","Ankle","",""
"24484-17517","SG","Tony","Tony Snell","Snell","13.76865671641791","67","3500","MIL@GS","MIL","GS","","","",""
"24484-15982","SG","Reggie","Reggie Hearn","Hearn","1.5","2","3500","WAS@DET","DET","WAS","","","",""
"24484-40561","PG","Derrick","Derrick Walton Jr.","Walton Jr.","6.3799997965494795","15","3500","CHI@MIA","MIA","CHI","","","",""
"24484-9589","C","Udonis","Udonis Haslem","Haslem","2.2538460951585035","13","3500","CHI@MIA","MIA","CHI","","","",""
"24484-9593","PG","Brandon","Brandon Jennings","Jennings","15.550000190734863","8","3500","MIL@GS","MIL","GS","","","",""
"24484-15994","C","Jack","Jack Cooley","Cooley","8.899999618530273","2","3500","IND@SAC","SAC","IND","","","",""
"24484-41082","C","Damian","Damian Jones","Jones","1.8571428571428572","7","3500","MIL@GS","GS","MIL","","","",""
"24484-15744","SF","Rodney","Rodney McGruder","McGruder","10.069230299729567","13","3500","CHI@MIA","MIA","CHI","","","",""
"24484-23684","SG","Xavier","Xavier Munford","Munford","1.8666666348775227","6","3500","MIL@GS","MIL","GS","","","",""
"24484-12423","C","Omer","Omer Asik","Asik","4.9571429661342075","14","3500","CHI@MIA","CHI","MIA","","","",""
"24484-18828","PG","Joe","Joe Young","Young","6.784000244140625","50","3500","IND@SAC","IND","SAC","","","",""
"24484-9873","C","Robin","Robin Lopez","Lopez","21.661290322580644","62","3500","CHI@MIA","CHI","MIA","GTD","Coach's decision","",""
"24484-66196","SG","PJ","PJ Dozier","Dozier","1.100000023841858","2","3500","OKC@SA","OKC","SA","","","",""
"24484-66455","PF","Henry","Henry Ellenson","Ellenson","4.853333536783854","30","3500","WAS@DET","DET","WAS","","","",""
"24484-66968","SF","Derrick","Derrick Jones Jr.","Jones Jr.","8.183333502875435","18","3500","CHI@MIA","MIA","CHI","","","",""
"24484-58270","PG","Edmond","Edmond Sumner","Sumner","0","0","3500","IND@SAC","IND","SAC","","","",""
"24484-15520","SG","Sean","Sean Kilpatrick","Kilpatrick","7.484090631658381","44","3500","CHI@MIA","CHI","MIA","","","",""
"24484-23717","SF","Shabazz","Shabazz Muhammad","Muhammad","7.815384302383814","39","3500","MIL@GS","MIL","GS","","","",""
"24484-70820","C","Thon","Thon Maker","Maker","12.836620062169894","71","3500","MIL@GS","MIL","GS","O","Groin","",""
"24484-42667","C","Dakari","Dakari Johnson","Johnson","5.027586312129579","29","3500","OKC@SA","OKC","SA","","","",""
"24484-58800","SF","Daniel","Daniel Hamilton","Hamilton","5.9","5","3500","OKC@SA","OKC","SA","","","",""
"24484-9649","C","Nick","Nick Collison","Collison","3.9846153259277344","13","3500","OKC@SA","OKC","SA","","","",""
"24484-70832","SF","Paul","Paul Zipser","Zipser","9.374074300130209","54","3500","CHI@MIA","CHI","MIA","O","Undisclosed","",""
"24484-14515","SG","Iman","Iman Shumpert","Shumpert","11.335714067731585","14","3500","IND@SAC","SAC","IND","O","Foot","",""
"24484-9652","PG","Jameer","Jameer Nelson","Nelson","13.305999755859375","50","3500","WAS@DET","DET","WAS","","","",""
"24484-80820","SG","Terrance","Terrance Ferguson","Ferguson","5.8350878263774675","57","3500","OKC@SA","OKC","SA","","","",""
"24484-9654","SF","Vince","Vince Carter","Carter","13.272549498314952","51","3500","IND@SAC","SAC","IND","","","",""
"24484-58295","PF","D.J.","D.J. Wilson","Wilson","1.8714285350981212","21","3500","MIL@GS","MIL","GS","","","",""
"24484-80826","C","Ike","Ike Anigbogu","Anigbogu","3.3799999237060545","10","3500","IND@SAC","IND","SAC","","","",""
"24484-23740","PG","Ryan","Ryan Arcidiacono","Arcidiacono","4.268750190734863","16","3500","CHI@MIA","CHI","MIA","","","",""
"24484-16063","PF","Eric","Eric Moreland","Moreland","10.705084331965041","59","3500","WAS@DET","DET","WAS","","","",""
"24484-14532","SF","Kyle","Kyle Singler","Singler","3.1666666666666665","12","3500","OKC@SA","OKC","SA","","","",""
"24484-9669","PF","Jason","Jason Smith","Smith","6.886666870117187","30","3500","WAS@DET","WAS","DET","","","",""
"24484-16071","PG","Tim","Tim Frazier","Frazier","12.262963189019096","54","3500","WAS@DET","WAS","DET","","","",""
"24484-14543","PF","Davis","Davis Bertans","Bertans","11.950704225352112","71","3500","OKC@SA","SA","OKC","","","",""
"24484-16348","SG","Darrun","Darrun Hilliard","Hilliard","3.0642858232770647","14","3500","OKC@SA","SA","OKC","","","",""
"24484-24543","PF","Matt","Matt Costello","Costello","7.199999809265137","4","3500","OKC@SA","SA","OKC","","","",""
"24484-15589","C","Marshall","Marshall Plumlee","Plumlee","5.171428680419922","7","3500","MIL@GS","MIL","GS","","","",""
"24484-9702","PG","Tony","Tony Parker","Parker","16.489583333333332","48","3500","OKC@SA","SA","OKC","","","",""
"24484-9704","SG","Manu","Manu Ginobili","Ginobili","16.194915254237287","59","3500","OKC@SA","SA","OKC","","","",""
"24484-9454","C","Zaza","Zaza Pachulia","Pachulia","15.331746419270834","63","3500","MIL@GS","GS","MIL","","","",""
"24484-9968","SG","Jodie","Jodie Meeks","Meeks","10.574285888671875","70","3500","WAS@DET","WAS","DET","","","",""
"24484-23800","SF","Glenn","Glenn Robinson III","Robinson III","8.225000381469727","16","3500","IND@SAC","IND","SAC","","","",""
"24484-9465","PG","Raymond","Raymond Felton","Felton","14.7013330078125","75","3500","OKC@SA","OKC","SA","","","",""
